,ts_code,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
4266,603839.SH,603839,安正时尚,浙江,服饰,安正时尚集团股份有限公司,"Anzheng Fashion Group Co.,Ltd",azss,主板,SSE,CNY,L,20170214,,N
4267,603843.SH,603843,正平股份,青海,建筑工程,正平路桥建设股份有限公司,"Zhengping Road & Bridge Construction Co., Ltd.",zpgf,主板,SSE,CNY,L,20160905,,N
4268,603848.SH,603848,好太太,广东,家居用品,广东好太太科技集团股份有限公司,"Guangdong Hotata Technology Group Co.,Ltd",htt,主板,SSE,CNY,L,20171201,,N
4269,603855.SH,603855,华荣股份,上海,专用机械,华荣科技股份有限公司,Warom Technology Incorporated Company,hrgf,主板,SSE,CNY,L,20170524,,H
4270,603856.SH,603856,东宏股份,山东,塑料,山东东宏管业股份有限公司,"Shandong Donghong Pipe Industry Co.,Ltd.",dhgf,主板,SSE,CNY,L,20171106,,N
4271,603858.SH,603858,步长制药,山东,中成药,山东步长制药股份有限公司,"Shandong Buchang Pharmaceuticals Co., Ltd",bczy,主板,SSE,CNY,L,20161118,,H
4272,603859.SH,603859,能科科技,北京,软件服务,能科科技股份有限公司,"Nancal Technology Co.,Ltd",nkkj,主板,SSE,CNY,L,20161021,,N
4273,603860.SH,603860,中公高科,北京,建筑工程,中公高科养护科技股份有限公司,"Roadmaint Co.,Ltd.",zggk,主板,SSE,CNY,L,20170802,,N
4274,603861.SH,603861,白云电器,广东,电气设备,广州白云电器设备股份有限公司,"Guangzhou Baiyun Electric Equipment Co., Ltd.",bydq,主板,SSE,CNY,L,20160322,,N
4275,603863.SH,603863,松炀资源,广东,造纸,广东松炀再生资源股份有限公司,"Guangdong Songyang Recycle Resources Co.,Ltd",syzy,主板,SSE,CNY,L,20190621,,N
4276,603866.SH,603866,桃李面包,辽宁,食品,桃李面包股份有限公司,"Toly Bread Co.,Ltd.",tlmb,主板,SSE,CNY,L,20151222,,H
4277,603867.SH,603867,新化股份,浙江,化工原料,浙江新化化工股份有限公司,"Zhejiang Xinhua Chemical Co., Ltd",xhgf,主板,SSE,CNY,L,20190627,,H
4278,603868.SH,603868,飞科电器,上海,家用电器,上海飞科电器股份有限公司,"Shanghai Flyco Electrical Appliance Co., Ltd",fkdq,主板,SSE,CNY,L,20160418,,H
4279,603869.SH,603869,新智认知,广西,软件服务,新智认知数字科技股份有限公司,"ENC Digital Technology Co., Ltd",xzrz,主板,SSE,CNY,L,20150326,,N
4280,603871.SH,603871,嘉友国际,北京,仓储物流,嘉友国际物流股份有限公司,"Jiayou International Logistics Co.,Ltd",jygj,主板,SSE,CNY,L,20180206,,H
4281,603876.SH,603876,鼎胜新材,江苏,铝,江苏鼎胜新能源材料股份有限公司,"Jiangsu Dingsheng New Materials Joint-Stock Co.,Ltd.",dsxc,主板,SSE,CNY,L,20180418,,H
4282,603877.SH,603877,太平鸟,浙江,服饰,宁波太平鸟时尚服饰股份有限公司,"Ningbo Peacebird Fashion Co.,Ltd.",tpn,主板,SSE,CNY,L,20170109,,H
4283,603878.SH,603878,武进不锈,江苏,钢加工,江苏武进不锈股份有限公司,"Jiangsu Wujin Stainless Steel Pipe Group Co., Ltd.",wjbx,主板,SSE,CNY,L,20161219,,N
4284,603879.SH,603879,永悦科技,江苏,化工原料,永悦科技股份有限公司,"Yongyue Science&Technology Co.,Ltd",yykj,主板,SSE,CNY,L,20170614,,N
4285,603880.SH,603880,ST南卫,江苏,医疗保健,江苏南方卫材医药股份有限公司,"Jiangsu Nanfang Medical Co., Ltd.",stnw,主板,SSE,CNY,L,20170807,,N
4286,603881.SH,603881,数据港,上海,电信运营,上海数据港股份有限公司,"Shanghai AtHub Co., Ltd.",sjg,主板,SSE,CNY,L,20170208,,H
4287,603882.SH,603882,金域医学,广东,医疗保健,广州金域医学检验集团股份有限公司,"Guangzhou Kingmed Diagnostics Group Co,.Ltd.",jyyx,主板,SSE,CNY,L,20170908,,H
4288,603883.SH,603883,老百姓,湖南,医药商业,老百姓大药房连锁股份有限公司,Lbx Pharmacy Chain Joint Stock Company,lbx,主板,SSE,CNY,L,20150423,,H
4289,603885.SH,603885,吉祥航空,上海,空运,上海吉祥航空股份有限公司,"Juneyao Airlines Co., Ltd",jxhk,主板,SSE,CNY,L,20150527,,H
4290,603886.SH,603886,元祖股份,上海,食品,上海元祖梦果子股份有限公司,"Ganso Co., Ltd.",yzgf,主板,SSE,CNY,L,20161228,,N
4291,603887.SH,603887,城地香江,上海,软件服务,上海城地香江数据科技股份有限公司,"Shanghai CDXJ Digital Technology Co.,LTD.",cdxj,主板,SSE,CNY,L,20161010,,N
4292,603888.SH,603888,新华网,北京,互联网,新华网股份有限公司,"Xinhuanet Co., Ltd",xhw,主板,SSE,CNY,L,20161028,,H
4293,603889.SH,603889,新澳股份,浙江,纺织,浙江新澳纺织股份有限公司,Zhejiang Xinao Textiles Inc.,xagf,主板,SSE,CNY,L,20141231,,N
4294,603890.SH,603890,春秋电子,江苏,元器件,苏州春秋电子科技股份有限公司,"Suzhou Chunqiu Electronic Technology Co., Ltd",cqdz,主板,SSE,CNY,L,20171212,,N
4295,603893.SH,603893,瑞芯微,福建,半导体,瑞芯微电子股份有限公司,"Rockchip Electronics Co., Ltd.",rxw,主板,SSE,CNY,L,20200207,,H
4296,603895.SH,603895,天永智能,上海,专用机械,上海天永智能装备股份有限公司,"Shanghai Tianyong Engineering Co.,Ltd.",tyzn,主板,SSE,CNY,L,20180122,,N
4297,603896.SH,603896,寿仙谷,浙江,中成药,浙江寿仙谷医药股份有限公司,"Zhejiang Shouxiangu Pharmaceutical Co., Ltd.",sxg,主板,SSE,CNY,L,20170510,,H
4298,603897.SH,603897,长城科技,浙江,电气设备,浙江长城电工科技股份有限公司,"Zhejiang Grandwall Electric Science&Technology Co.,Ltd.",cckj,主板,SSE,CNY,L,20180410,,N
4299,603898.SH,603898,好莱客,广东,家居用品,广州好莱客创意家居股份有限公司,"Guangzhou Holike Creative Home Co.,Ltd",hlk,主板,SSE,CNY,L,20150217,,N
4300,603899.SH,603899,晨光股份,上海,文教休闲,上海晨光文具股份有限公司,Shanghai M&G Stationery Inc.,cggf,主板,SSE,CNY,L,20150127,,H
4301,603900.SH,603900,莱绅通灵,江苏,服饰,莱绅通灵珠宝股份有限公司,Leysen Jewellery Inc.,lstl,主板,SSE,CNY,L,20161123,,N
4302,603901.SH,603901,永创智能,浙江,专用机械,杭州永创智能设备股份有限公司,"Hangzhou Youngsun Intelligent Equipment Co.,Ltd.",yczn,主板,SSE,CNY,L,20150529,,N
4303,603903.SH,603903,中持股份,北京,环境保护,中持水务股份有限公司,"CSD Water Service Co., Ltd.",zcgf,主板,SSE,CNY,L,20170314,,N
4304,603906.SH,603906,龙蟠科技,江苏,化工原料,江苏龙蟠科技股份有限公司,"Jiangsu Lopal Tech. Co., Ltd.",lpkj,主板,SSE,CNY,L,20170410,,H
4305,603908.SH,603908,牧高笛,浙江,纺织,牧高笛户外用品股份有限公司,"Comefly Outdoor Co.,Ltd",mgd,主板,SSE,CNY,L,20170307,,N
4306,603909.SH,603909,建发合诚,福建,建筑工程,建发合诚工程咨询股份有限公司,"C&D Holsin Engineering Consulting Co., Ltd.",jfhc,主板,SSE,CNY,L,20160628,,N
4307,603912.SH,603912,佳力图,江苏,专用机械,南京佳力图机房环境技术股份有限公司,"Nanjing Canatal Data-Centre Environmental Tech Co.,Ltd",jlt,主板,SSE,CNY,L,20171101,,N
4308,603915.SH,603915,国茂股份,江苏,机械基件,江苏国茂减速机股份有限公司,"Jiangsu Guomao Reducer Co.,Ltd.",gmgf,主板,SSE,CNY,L,20190614,,H
4309,603916.SH,603916,苏博特,江苏,化工原料,江苏苏博特新材料股份有限公司,"Sobute New Materials Co., Ltd",sbt,主板,SSE,CNY,L,20171110,,H
4310,603917.SH,603917,合力科技,浙江,汽车配件,宁波合力科技股份有限公司,"Ningbo Heli Technology Co., Ltd.",hlkj,主板,SSE,CNY,L,20171204,,N
4311,603918.SH,603918,金桥信息,上海,软件服务,上海金桥信息股份有限公司,"Shanghai Golden Bridge InfoTech Co., Ltd",jqxx,主板,SSE,CNY,L,20150528,,N
4312,603919.SH,603919,金徽酒,甘肃,白酒,金徽酒股份有限公司,"Jinhui Liquor Co.,Ltd.",jhj,主板,SSE,CNY,L,20160310,,H
4313,603920.SH,603920,世运电路,广东,元器件,广东世运电路科技股份有限公司,"Olympic Circuit Technology Co.,Ltd",sydl,主板,SSE,CNY,L,20170426,,H
4314,603922.SH,603922,金鸿顺,江苏,汽车配件,苏州金鸿顺汽车部件股份有限公司,"Suzhou Jin Hong Shun Auto Parts Co., Ltd.",jhs,主板,SSE,CNY,L,20171023,,N
4315,603926.SH,603926,铁流股份,浙江,汽车配件,浙江铁流离合器股份有限公司,"Zhejiang Tieliu Clutch Co., Ltd",tlgf,主板,SSE,CNY,L,20170510,,N
4316,603927.SH,603927,中科软,北京,软件服务,中科软科技股份有限公司,"Sinosoft Co., Ltd",zkr,主板,SSE,CNY,L,20190909,,H
4317,603928.SH,603928,兴业股份,江苏,化工原料,苏州兴业材料科技股份有限公司,"Suzhou Xingye Materials Technology Co., Ltd.",xygf,主板,SSE,CNY,L,20161212,,N
4318,603929.SH,603929,亚翔集成,江苏,装修装饰,亚翔系统集成科技(苏州)股份有限公司,"L&K Engineering (Suzhou) Co.,Ltd.",yxjc,主板,SSE,CNY,L,20161230,,N
4319,603931.SH,603931,格林达,浙江,化工原料,杭州格林达电子材料股份有限公司,"Hangzhou Greenda Electronic Materials Co., Ltd.",gld,主板,SSE,CNY,L,20200819,,H
4320,603933.SH,603933,睿能科技,福建,元器件,福建睿能科技股份有限公司,"Fujian Raynen Technology Co.,Ltd",rnkj,主板,SSE,CNY,L,20170706,,N
4321,603936.SH,603936,博敏电子,广东,元器件,博敏电子股份有限公司,"Bomin Electronics Co.,Ltd.",bmdz,主板,SSE,CNY,L,20151209,,H
4322,603937.SH,603937,丽岛新材,江苏,铝,江苏丽岛新材料股份有限公司,"Jiangsu Lidao New Material Co., Ltd.",ldxc,主板,SSE,CNY,L,20171102,,N
4323,603938.SH,603938,三孚股份,河北,化工原料,唐山三孚硅业股份有限公司,"Tangshan Sunfar Silicon Industries Co.,Ltd.",sfgf,主板,SSE,CNY,L,20170628,,H
4324,603939.SH,603939,益丰药房,湖南,医药商业,益丰大药房连锁股份有限公司,"Yifeng Pharmacy Chain Co., Ltd.",yfyf,主板,SSE,CNY,L,20150217,,H
4325,603948.SH,603948,建业股份,浙江,化工原料,浙江建业化工股份有限公司,"Zhejiang Jianye Chemical Co., Ltd.",jygf,主板,SSE,CNY,L,20200302,,N
4326,603949.SH,603949,雪龙集团,浙江,汽车配件,雪龙集团股份有限公司,"Xuelong Group Co., Ltd",xljt,主板,SSE,CNY,L,20200310,,N
4327,603950.SH,603950,长源东谷,湖北,汽车配件,襄阳长源东谷实业股份有限公司,"Xiangyang Changyuandonggu Industry Co.,Ltd.",cydg,主板,SSE,CNY,L,20200526,,N
4328,603955.SH,603955,大千生态,江苏,环境保护,大千生态环境集团股份有限公司,"Daqian Ecology & Environment Group Co., Ltd.",dqst,主板,SSE,CNY,L,20170310,,N
4329,603956.SH,603956,威派格,上海,专用机械,上海威派格智慧水务股份有限公司,"WPG (Shanghai) Smart Water Public Co.,Ltd",wpg,主板,SSE,CNY,L,20190222,,N
4330,603958.SH,603958,哈森股份,江苏,服饰,哈森商贸(中国)股份有限公司,"Harson Trading(China)Co., Ltd.",hsgf,主板,SSE,CNY,L,20160629,,N
4331,603959.SH,603959,百利科技,湖南,建筑工程,湖南百利工程科技股份有限公司,"Hunan Baili Engineering Sci&Tech Co.,Ltd",blkj,主板,SSE,CNY,L,20160517,,H
4332,603960.SH,603960,克来机电,上海,汽车配件,上海克来机电自动化工程股份有限公司,"Shanghai Kelai Mechatronics Engineering Co.,Ltd",kljd,主板,SSE,CNY,L,20170314,,H
4333,603963.SH,603963,大理药业,云南,中成药,大理药业股份有限公司,"Dali Pharmaceutical Co., Ltd",dlyy,主板,SSE,CNY,L,20170922,,N
4334,603966.SH,603966,法兰泰克,江苏,机械基件,法兰泰克重工股份有限公司,"Eurocrane(China) Co., Ltd.",fltk,主板,SSE,CNY,L,20170125,,N
4335,603967.SH,603967,中创物流,山东,仓储物流,中创物流股份有限公司,"China Master Logistics Co., Ltd.",zcwl,主板,SSE,CNY,L,20190429,,N
4336,603968.SH,603968,醋化股份,江苏,化工原料,南通醋酸化工股份有限公司,"Nantong Acetic Acid Chemical Co.,Ltd.",chgf,主板,SSE,CNY,L,20150518,,N
4337,603969.SH,603969,银龙股份,天津,其他建材,天津银龙预应力材料股份有限公司,"Silvery Dragon Prestressed Materials Co., Ltd.Tianjin",ylgf,主板,SSE,CNY,L,20150227,,N
4338,603970.SH,603970,中农立华,北京,农药化肥,中农立华生物科技股份有限公司,"Sino-Agri Leading  Biosciences Co.,Ltd",znlh,主板,SSE,CNY,L,20171116,,H
4339,603976.SH,603976,正川股份,重庆,医疗保健,重庆正川医药包装材料股份有限公司,"ChongQing Zhengchuan Pharmaceutical Packaging Co.,Ltd.",zcgf,主板,SSE,CNY,L,20170822,,N
4340,603977.SH,603977,国泰集团,江西,化工原料,江西国泰集团股份有限公司,"Jiangxi Guotai Group Co.,Ltd.",gtjt,主板,SSE,CNY,L,20161111,,H
4341,603978.SH,603978,深圳新星,深圳,小金属,深圳市新星轻合金材料股份有限公司,"Shen Zhen Sunxing Light Alloys Materials Co.,Ltd.",szxx,主板,SSE,CNY,L,20170807,,N
4342,603979.SH,603979,金诚信,北京,建筑工程,金诚信矿业管理股份有限公司,"JCHX Mining Management Co.,Ltd.",jcx,主板,SSE,CNY,L,20150630,,H
4343,603980.SH,603980,吉华集团,浙江,染料涂料,浙江吉华集团股份有限公司,"Zhejiang Jihua Co.,Ltd",jhjt,主板,SSE,CNY,L,20170615,,N
4344,603982.SH,603982,泉峰汽车,江苏,汽车配件,南京泉峰汽车精密技术股份有限公司,"Nanjing Chervon Auto Precision Technology Co.,Ltd",qfqc,主板,SSE,CNY,L,20190522,,H
4345,603983.SH,603983,丸美股份,广东,日用化工,广东丸美生物技术股份有限公司,"Guangdong Marubi Biotechnology Co., Ltd",wmgf,主板,SSE,CNY,L,20190725,,H
4346,603985.SH,603985,恒润股份,江苏,机械基件,江阴市恒润重工股份有限公司,"Jiangyin Hengrun Heavy Industries Co.,Ltd",hrgf,主板,SSE,CNY,L,20170505,,H
4347,603986.SH,603986,兆易创新,北京,半导体,兆易创新科技集团股份有限公司,Gigadevice Semiconductor Inc.,zycx,主板,SSE,CNY,L,20160818,,H
4348,603987.SH,603987,康德莱,上海,医疗保健,上海康德莱企业发展集团股份有限公司,"Shanghai Kindly Enterprise Development Group Co.,Ltd.",kdl,主板,SSE,CNY,L,20161121,,H
4349,603988.SH,603988,中电电机,江苏,电气设备,中电电机股份有限公司,"SEC Electric Machinery Co., Ltd.",zddj,主板,SSE,CNY,L,20141104,,N
4350,603989.SH,603989,艾华集团,湖南,元器件,湖南艾华集团股份有限公司,"Hunan Aihua Group Co.,Ltd.",ahjt,主板,SSE,CNY,L,20150515,,H
4351,603990.SH,603990,麦迪科技,江苏,软件服务,苏州麦迪斯顿医疗科技股份有限公司,"Suzhou Medicalsystem Technology Co.,Ltd.",mdkj,主板,SSE,CNY,L,20161208,,N
4352,603991.SH,603991,至正股份,深圳,塑料,深圳至正高分子材料股份有限公司,"Shenzhen Original Advanced Compounds Co., Ltd.",zzgf,主板,SSE,CNY,L,20170308,,N
4353,603992.SH,603992,松霖科技,福建,家居用品,厦门松霖科技股份有限公司,"Xiamen Solex High-Tech Industries Co., Ltd.",slkj,主板,SSE,CNY,L,20190826,,N
4354,603993.SH,603993,洛阳钼业,河南,小金属,洛阳栾川钼业集团股份有限公司,CMOC Group Limited,lymy,主板,SSE,CNY,L,20121009,,H
4355,603995.SH,603995,甬金股份,浙江,特种钢,浙江甬金金属科技股份有限公司,"Zhejiang Yongjin Metal Technology Co., Ltd",yjgf,主板,SSE,CNY,L,20191224,,H
4356,603997.SH,603997,继峰股份,浙江,汽车配件,宁波继峰汽车零部件股份有限公司,"Ningbo Jifeng Auto Parts Co., Ltd.",jfgf,主板,SSE,CNY,L,20150302,,H
4357,603998.SH,603998,方盛制药,湖南,中成药,湖南方盛制药股份有限公司,"Hunan Fangsheng Pharmaceutical Co.,Ltd.",fszy,主板,SSE,CNY,L,20141205,,N
4358,603999.SH,603999,读者传媒,甘肃,出版业,读者出版传媒股份有限公司,"Duzhe Publish&Media Co.,Ltd",dzcm,主板,SSE,CNY,L,20151210,,N
4359,605001.SH,605001,威奥股份,山东,运输设备,青岛威奥轨道股份有限公司,"Qingdao Victall Railway Co., Ltd.",wagf,主板,SSE,CNY,L,20200522,,N
4360,605003.SH,605003,众望布艺,浙江,纺织,众望布艺股份有限公司,"Zhongwang Fabric Co., Ltd.",zwby,主板,SSE,CNY,L,20200908,,N
4361,605005.SH,605005,合兴股份,浙江,汽车配件,合兴汽车电子股份有限公司,"CWB Automotive Electronics Co., Ltd.",hxgf,主板,SSE,CNY,L,20210119,,N
4362,605006.SH,605006,山东玻纤,山东,玻璃,山东玻纤集团股份有限公司,"Shandong Fiberglass Group Co., Ltd",sdbx,主板,SSE,CNY,L,20200903,,N
4363,605007.SH,605007,五洲特纸,浙江,造纸,五洲特种纸业集团股份有限公司,"Wuzhou Special Paper Group Co., Ltd.",wztz,主板,SSE,CNY,L,20201110,,H
4364,605008.SH,605008,长鸿高科,浙江,橡胶,宁波长鸿高分子科技股份有限公司,Ningbo Changhong Polymer Scientific and Technical Inc.,chgk,主板,SSE,CNY,L,20200821,,H
4365,605009.SH,605009,豪悦护理,浙江,造纸,杭州豪悦护理用品股份有限公司,"Hangzhou Haoyue Personal Care Co., Ltd",hyhl,主板,SSE,CNY,L,20200911,,H
4366,605011.SH,605011,杭州热电,浙江,供气供热,杭州热电集团股份有限公司,"Hangzhou Cogeneration Group Co., Ltd.",hzrd,主板,SSE,CNY,L,20210630,,N
4367,605016.SH,605016,百龙创园,山东,食品,山东百龙创园生物科技股份有限公司,"Shandong Bailong Chuangyuan Bio-Tech Co., Ltd.",blcy,主板,SSE,CNY,L,20210421,,N
4368,605018.SH,605018,长华集团,浙江,汽车配件,长华控股集团股份有限公司,"Changhua Holding Group Co., Ltd.",chjt,主板,SSE,CNY,L,20200929,,H
4369,605020.SH,605020,永和股份,浙江,化工原料,浙江永和制冷股份有限公司,"Zhejiang Yonghe Refrigerant Co., Ltd.",yhgf,主板,SSE,CNY,L,20210709,,H
4370,605028.SH,605028,世茂能源,浙江,供气供热,宁波世茂能源股份有限公司,"Ningbo Shimao Energy Co.,Ltd.",smny,主板,SSE,CNY,L,20210712,,N
4371,605033.SH,605033,美邦股份,陕西,农药化肥,陕西美邦药业集团股份有限公司,"Shaanxi Meibang Pharmaceutical Group Co., Ltd.",mbgf,主板,SSE,CNY,L,20210916,,N
4372,605050.SH,605050,福然德,上海,仓储物流,福然德股份有限公司,"Friend Co.,Ltd.",frd,主板,SSE,CNY,L,20200924,,H
4373,605055.SH,605055,迎丰股份,浙江,纺织,浙江迎丰科技股份有限公司,"Zhejiang Yingfeng Technology Co.,Ltd.",yfgf,主板,SSE,CNY,L,20210129,,N
4374,605056.SH,605056,咸亨国际,浙江,电器仪表,咸亨国际科技股份有限公司,"Xianheng International Science&Technology Co., Ltd.",xhgj,主板,SSE,CNY,L,20210720,,H
4375,605058.SH,605058,澳弘电子,江苏,元器件,常州澳弘电子股份有限公司,"Changzhou Aohong Electronics Co., Ltd.",ahdz,主板,SSE,CNY,L,20201021,,N
4376,605060.SH,605060,联德股份,浙江,机械基件,杭州联德精密机械股份有限公司,"Allied Machinery Co.,Ltd.",ldgf,主板,SSE,CNY,L,20210301,,H
4377,605066.SH,605066,天正电气,浙江,电气设备,浙江天正电气股份有限公司,"Zhejiang Tengen Electrics Co.,Ltd.",tzdq,主板,SSE,CNY,L,20200807,,N
4378,605068.SH,605068,明新旭腾,浙江,汽车配件,明新旭腾新材料股份有限公司,"Mingxin Automotive Leather Co., Ltd.",mxxt,主板,SSE,CNY,L,20201123,,N
4379,605069.SH,605069,正和生态,北京,环境保护,北京正和恒基滨水生态环境治理股份有限公司,"Beijing Zeho Waterfront Ecological Environment Treatment Co.,Ltd.",zhst,主板,SSE,CNY,L,20210816,,N
4380,605077.SH,605077,华康股份,浙江,食品,浙江华康药业股份有限公司,"Zhejiang Huakang Pharmaceutical Co., Ltd.",hkgf,主板,SSE,CNY,L,20210209,,H
4381,605080.SH,605080,浙江自然,浙江,纺织,浙江大自然户外用品股份有限公司,Zhejiang Natural Outdoor Goods Inc.,zjzr,主板,SSE,CNY,L,20210506,,N
4382,605081.SH,605081,太和水,上海,环境保护,上海太和水科技发展股份有限公司,"Shanghai Taihe Water Technology Development Co., Ltd.",ths,主板,SSE,CNY,L,20210209,,N
4383,605086.SH,605086,龙高股份,福建,矿物制品,龙岩高岭土股份有限公司,"Longyan Kaolin Clay Co., Ltd.",lggf,主板,SSE,CNY,L,20210416,,N
4384,605088.SH,605088,冠盛股份,浙江,汽车配件,温州市冠盛汽车零部件集团股份有限公司,"Gsp Automotive Group Wenzhou Co.,Ltd.",gsgf,主板,SSE,CNY,L,20200817,,N
4385,605089.SH,605089,味知香,江苏,食品,苏州市味知香食品股份有限公司,"Suzhou Weizhixiang Food Co., Ltd.",wzx,主板,SSE,CNY,L,20210427,,H
4386,605090.SH,605090,九丰能源,江西,供气供热,江西九丰能源股份有限公司,"Jiangxi Jovo Energy Co., Ltd.",jfny,主板,SSE,CNY,L,20210525,,H
4387,605098.SH,605098,行动教育,上海,文教休闲,上海行动教育科技股份有限公司,"Shanghai Action Education Technology Co.,Ltd",xdjy,主板,SSE,CNY,L,20210421,,N
4388,605099.SH,605099,共创草坪,江苏,文教休闲,江苏共创人造草坪股份有限公司,"Cocreation Grass Co., Ltd",gccp,主板,SSE,CNY,L,20200930,,H
4389,605100.SH,605100,华丰股份,山东,机械基件,华丰动力股份有限公司,"Power HF Co., Ltd.",hfgf,主板,SSE,CNY,L,20200811,,N
4390,605108.SH,605108,同庆楼,安徽,酒店餐饮,同庆楼餐饮股份有限公司,TongQingLou Catering Corporation Limited.,tql,主板,SSE,CNY,L,20200716,,H
4391,605111.SH,605111,新洁能,江苏,半导体,无锡新洁能股份有限公司,"Wuxi Nce Power Co.,Ltd",xjn,主板,SSE,CNY,L,20200928,,H
4392,605116.SH,605116,奥锐特,浙江,化学制药,奥锐特药业股份有限公司,"Aurisco Pharmaceutical Co.,Ltd.",art,主板,SSE,CNY,L,20200921,,H
4393,605117.SH,605117,德业股份,浙江,家用电器,宁波德业科技股份有限公司,"Ningbo Deye Technology Co., Ltd.",dygf,主板,SSE,CNY,L,20210420,,H
4394,605118.SH,605118,力鼎光电,福建,元器件,厦门力鼎光电股份有限公司,"Xiamen Leading Optics Co., Ltd.",ldgd,主板,SSE,CNY,L,20200730,,N
4395,605122.SH,605122,四方新材,重庆,水泥,重庆四方新材股份有限公司,"Chongqing Sifang New Material Co., Ltd.",sfxc,主板,SSE,CNY,L,20210310,,N
4396,605123.SH,605123,派克新材,江苏,航空,无锡派克新材料科技股份有限公司,"Wuxi Paike New Materials Technology Co.,Ltd.",pkxc,主板,SSE,CNY,L,20200825,,H
4397,605128.SH,605128,上海沿浦,上海,汽车配件,上海沿浦金属制品股份有限公司,"Shanghai Yanpu Metal Products Co., Ltd",shyp,主板,SSE,CNY,L,20200915,,N
4398,605133.SH,605133,嵘泰股份,江苏,汽车配件,江苏嵘泰工业股份有限公司,"Jiangsu Rongtai Industry Co., Ltd.",rtgf,主板,SSE,CNY,L,20210224,,N
4399,605136.SH,605136,丽人丽妆,上海,其他商业,上海丽人丽妆化妆品股份有限公司,"Shanghai Lily & Beauty Cosmetics Co.,Ltd.",lrlz,主板,SSE,CNY,L,20200929,,H
4400,605138.SH,605138,盛泰集团,浙江,服饰,浙江盛泰服装集团股份有限公司,"Zhejiang Sunrise Garment Group Co.,Ltd.",stjt,主板,SSE,CNY,L,20211027,,H
4401,605151.SH,605151,西上海,上海,汽车配件,西上海汽车服务股份有限公司,"West Shanghai Automotive Service Co.,Ltd.",xsh,主板,SSE,CNY,L,20201215,,N
4402,605155.SH,605155,西大门,浙江,家居用品,浙江西大门新材料股份有限公司,"Zhejiang Xidamen New Material Co., Ltd.",xdm,主板,SSE,CNY,L,20201231,,N
4403,605158.SH,605158,华达新材,浙江,钢加工,浙江华达新型材料股份有限公司,"Zhejiang Huada New Materials Co., Ltd.",hdxc,主板,SSE,CNY,L,20200805,,N
4404,605162.SH,605162,新中港,浙江,供气供热,浙江新中港热电股份有限公司,"Zhejiang Xinzhonggang Thermal Power Co., LTD.",xzg,主板,SSE,CNY,L,20210707,,N
4405,605166.SH,605166,聚合顺,浙江,化纤,杭州聚合顺新材料股份有限公司,"Hangzhou Juheshun New Material Co.,Ltd.",jhs,主板,SSE,CNY,L,20200618,,N
4406,605167.SH,605167,利柏特,江苏,建筑工程,江苏利柏特股份有限公司,Jiangsu Libert Inc.,lbt,主板,SSE,CNY,L,20210726,,N
4407,605168.SH,605168,三人行,陕西,互联网,三人行传媒集团股份有限公司,"Three’s Company Media Group Co., Ltd.",srx,主板,SSE,CNY,L,20200528,,H
4408,605169.SH,605169,洪通燃气,新疆,供气供热,新疆洪通燃气股份有限公司,"Xinjiang Hongtong Natural Gas Co., Ltd.",htrq,主板,SSE,CNY,L,20201030,,N
4409,605177.SH,605177,东亚药业,浙江,化学制药,浙江东亚药业股份有限公司,"Zhejiang East-Asia Pharmaceutical Co., Ltd.",dyyy,主板,SSE,CNY,L,20201125,,N
4410,605178.SH,605178,时空科技,北京,装修装饰,北京新时空科技股份有限公司,"Beijing New Space Technology Co., Ltd.",skkj,主板,SSE,CNY,L,20200821,,N
4411,605179.SH,605179,一鸣食品,浙江,乳制品,浙江一鸣食品股份有限公司,"Zhejiang Yiming Food Co., Ltd.",ymsp,主板,SSE,CNY,L,20201228,,N
4412,605180.SH,605180,华生科技,浙江,纺织,浙江华生科技股份有限公司,"Zhejiang Huasheng Technology Co.,Ltd",hskj,主板,SSE,CNY,L,20210430,,N
4413,605183.SH,605183,确成股份,江苏,化工原料,确成硅化学股份有限公司,"Quechen Silicon Chemical Co.,Ltd.",qcgf,主板,SSE,CNY,L,20201207,,H
4414,605186.SH,605186,健麾信息,上海,医疗保健,上海健麾信息技术股份有限公司,"Shanghai General Healthy Information and Technology Co., Ltd.",jhxx,主板,SSE,CNY,L,20201222,,N
4415,605188.SH,605188,国光连锁,江西,超市连锁,江西国光商业连锁股份有限公司,"Jiangxi Guoguang Commercial Chains Co., Ltd.",ggls,主板,SSE,CNY,L,20200728,,N
4416,605189.SH,605189,富春染织,安徽,纺织,芜湖富春染织股份有限公司,"Wuhu Fuchun Dye and Weave Co.,Ltd.",fcrz,主板,SSE,CNY,L,20210528,,N
4417,605196.SH,605196,华通线缆,河北,电气设备,河北华通线缆集团股份有限公司,"Hebei Huatong Wires & Cables Group Co.,Ltd",htxl,主板,SSE,CNY,L,20210511,,N
4418,605198.SH,605198,安德利,山东,软饮料,烟台北方安德利果汁股份有限公司,"Yantai North Andre Juice Co., Ltd.",adl,主板,SSE,CNY,L,20200918,,H
4419,605199.SH,605199,葫芦娃,海南,中成药,海南葫芦娃药业集团股份有限公司,"Hainan Huluwa Pharmaceutical Group Co., Ltd.",hlw,主板,SSE,CNY,L,20200710,,H
4420,605208.SH,605208,永茂泰,上海,铝,上海永茂泰汽车科技股份有限公司,"Shanghai Yongmaotai Automotive Technology Co., Ltd",ymt,主板,SSE,CNY,L,20210308,,N
