,ts_code,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
1058,002555.SZ,2555,三七互娱,安徽,互联网,三七互娱网络科技集团股份有限公司,"37 Interactive Entertainment Network Technology Group Co.,Ltd.",sqhy,主板,SZSE,CNY,L,20110302,,S
1059,002556.SZ,2556,辉隆股份,安徽,农药化肥,安徽辉隆农资集团股份有限公司,"Anhui Huilong Agricultural Means of Production .Co.,Ltd.",hlgf,主板,SZSE,CNY,L,20110302,,S
1060,002557.SZ,2557,洽洽食品,安徽,食品,洽洽食品股份有限公司,"Chacha Food Company,Limited",qqsp,主板,SZSE,CNY,L,20110302,,S
1061,002558.SZ,2558,巨人网络,重庆,互联网,巨人网络集团股份有限公司,"Giant Network Group Co., Ltd.",jrwl,主板,SZSE,CNY,L,20110302,,S
1062,002559.SZ,2559,亚威股份,江苏,机床制造,江苏亚威机床股份有限公司,"Jiangsu Yawei Machine Tool Co.,Ltd.",ywgf,主板,SZSE,CNY,L,20110303,,N
1063,002560.SZ,2560,通达股份,河南,电气设备,河南通达电缆股份有限公司,"Henan Tong-Da Cable Co., Ltd.",tdgf,主板,SZSE,CNY,L,20110303,,N
1064,002561.SZ,2561,徐家汇,上海,百货,上海徐家汇商城股份有限公司,"Shanghai Xujiahui Commercial Co., Ltd.",xjh,主板,SZSE,CNY,L,20110303,,N
1065,002562.SZ,2562,兄弟科技,浙江,化学制药,兄弟科技股份有限公司,"Brother Enterprises Holding Co.,Ltd.",xdkj,主板,SZSE,CNY,L,20110310,,S
1066,002563.SZ,2563,森马服饰,浙江,服饰,浙江森马服饰股份有限公司,"Zhejiang Semir Garment Co., Ltd.",smfs,主板,SZSE,CNY,L,20110311,,S
1067,002564.SZ,2564,天沃科技,江苏,建筑工程,苏州天沃科技股份有限公司,"Suzhou Thvow Technology Co.,Ltd.",twkj,主板,SZSE,CNY,L,20110310,,N
1068,002565.SZ,2565,顺灏股份,上海,造纸,上海顺灏新材料科技股份有限公司,"Shanghai Shunho New Materials Technology Co.,Ltd.",shgf,主板,SZSE,CNY,L,20110318,,N
1069,002566.SZ,2566,益盛药业,吉林,中成药,吉林省集安益盛药业股份有限公司,"Jilin Jian Yisheng Pharmaceutical Co.,Ltd.",ysyy,主板,SZSE,CNY,L,20110318,,N
1070,002567.SZ,2567,唐人神,湖南,饲料,唐人神集团股份有限公司,"Tangrenshen Group Co., Ltd",trs,主板,SZSE,CNY,L,20110325,,S
1071,002568.SZ,2568,百润股份,上海,红黄酒,上海百润投资控股集团股份有限公司,"Shanghai Bairun Investment Holding Group Co.,Ltd.",brgf,主板,SZSE,CNY,L,20110325,,S
1072,002569.SZ,2569,ST步森,浙江,服饰,浙江步森服饰股份有限公司,"Zhejiang Busen Garments Co.,Ltd.",stbs,主板,SZSE,CNY,L,20110412,,N
1073,002570.SZ,2570,贝因美,浙江,乳制品,贝因美股份有限公司,"Beingmate Co.,Ltd",bym,主板,SZSE,CNY,L,20110412,,S
1074,002571.SZ,2571,德力股份,安徽,家居用品,安徽德力日用玻璃股份有限公司,"Anhui Deli Housedhold Glass Co.,Ltd",dlgf,主板,SZSE,CNY,L,20110412,,N
1075,002572.SZ,2572,索菲亚,广东,家居用品,索菲亚家居股份有限公司,"Suofeiya Home Collection Co.,Ltd",sfy,主板,SZSE,CNY,L,20110412,,S
1076,002573.SZ,2573,清新环境,北京,环境保护,北京清新环境技术股份有限公司,"Beijing SPC Environment Protection Tech Co.,Ltd.",qxhj,主板,SZSE,CNY,L,20110422,,S
1077,002574.SZ,2574,明牌珠宝,浙江,服饰,浙江明牌珠宝股份有限公司,"Zhejiang Ming Jewelry Co., Ltd.",mpzb,主板,SZSE,CNY,L,20110422,,N
1078,002575.SZ,2575,群兴玩具,广东,文教休闲,广东群兴玩具股份有限公司,"Guangdong Qunxing Toys Joint-Stock Co.,Ltd.",qxwj,主板,SZSE,CNY,L,20110422,,N
1079,002576.SZ,2576,通达动力,江苏,电气设备,江苏通达动力科技股份有限公司,"Jiangsu Tongda Power Technology Co., Ltd.",tddl,主板,SZSE,CNY,L,20110428,,N
1080,002577.SZ,2577,雷柏科技,深圳,IT设备,深圳雷柏科技股份有限公司,"Shenzhen Rapoo Technology Co.,Ltd.",lbkj,主板,SZSE,CNY,L,20110428,,N
1081,002578.SZ,2578,闽发铝业,福建,铝,福建省闽发铝业股份有限公司,Fujian Minfa Aluminium Inc.,mfly,主板,SZSE,CNY,L,20110428,,N
1082,002579.SZ,2579,中京电子,广东,元器件,惠州中京电子科技股份有限公司,Huizhou China Eagle Electronic Technology Inc.,zjdz,主板,SZSE,CNY,L,20110506,,S
1083,002580.SZ,2580,圣阳股份,山东,电气设备,山东圣阳电源股份有限公司,"Shandong Sacred Sun Power Sources Co.,Ltd",sygf,主板,SZSE,CNY,L,20110506,,N
1084,002581.SZ,2581,未名医药,山东,生物制药,山东未名生物医药股份有限公司,"Shandong Sinobioway Biomedicine Co., Ltd.",wmyy,主板,SZSE,CNY,L,20110520,,S
1085,002582.SZ,2582,好想你,河南,食品,好想你健康食品股份有限公司,"Haoxiangni Health Food Co., Ltd.",hxn,主板,SZSE,CNY,L,20110520,,N
1086,002583.SZ,2583,海能达,深圳,通信设备,海能达通信股份有限公司,Hytera Communications Corporation Limited,hnd,主板,SZSE,CNY,L,20110527,,S
1087,002584.SZ,2584,西陇科学,广东,化工原料,西陇科学股份有限公司,"Xilong Scientific Co.,Ltd",xlkx,主板,SZSE,CNY,L,20110602,,N
1088,002585.SZ,2585,双星新材,江苏,塑料,江苏双星彩塑新材料股份有限公司,"Jiangsu Shuangxing Color Plastic New Materials Co.,Ltd.",sxxc,主板,SZSE,CNY,L,20110602,,S
1089,002586.SZ,2586,*ST围海,浙江,建筑工程,浙江省围海建设集团股份有限公司,"Zhejiang Reclaim Construction Group Co., Ltd.",stwh,主板,SZSE,CNY,L,20110602,,N
1090,002587.SZ,2587,奥拓电子,深圳,元器件,深圳市奥拓电子股份有限公司,"Shenzhen Aoto Electronics Co., Ltd.",atdz,主板,SZSE,CNY,L,20110610,,N
1091,002588.SZ,2588,史丹利,山东,农药化肥,史丹利农业集团股份有限公司,"Stanley Agriculture Group Co.,Ltd.",sdl,主板,SZSE,CNY,L,20110610,,S
1092,002589.SZ,2589,瑞康医药,山东,医药商业,瑞康医药集团股份有限公司,"Realcan Pharmaceutical Group Co., Ltd.",rkyy,主板,SZSE,CNY,L,20110610,,S
1093,002590.SZ,2590,万安科技,浙江,汽车配件,浙江万安科技股份有限公司,"Zhejiang Vie Science & Technology Co., Ltd",wakj,主板,SZSE,CNY,L,20110610,,N
1094,002591.SZ,2591,恒大高新,江西,环境保护,江西恒大高新技术股份有限公司,"Jiangxi Hengda Hi-Tech Co., Ltd.",hdgx,主板,SZSE,CNY,L,20110621,,N
1095,002592.SZ,2592,ST八菱,广西,汽车配件,南宁八菱科技股份有限公司,"Nanning Baling Technology Co.,Ltd",stbl,主板,SZSE,CNY,L,20111111,,N
1096,002593.SZ,2593,日上集团,福建,钢加工,厦门日上集团股份有限公司,"Xiamen Sunrise Group Co., Ltd",rsjt,主板,SZSE,CNY,L,20110628,,N
1097,002594.SZ,2594,比亚迪,深圳,汽车整车,比亚迪股份有限公司,Byd Company Limited,byd,主板,SZSE,CNY,L,20110630,,S
1098,002595.SZ,2595,豪迈科技,山东,专用机械,山东豪迈机械科技股份有限公司,"Himile Mechanical Science and Technology (Shandong) Co.,Ltd",hmkj,主板,SZSE,CNY,L,20110628,,S
1099,002596.SZ,2596,海南瑞泽,海南,其他建材,海南瑞泽新型建材股份有限公司,"Hainan Ruize New Building Material Co.,Ltd.",hnrz,主板,SZSE,CNY,L,20110707,,N
1100,002597.SZ,2597,金禾实业,安徽,食品,安徽金禾实业股份有限公司,"Anhui Jinhe Industrial Co.,Ltd.",jhsy,主板,SZSE,CNY,L,20110707,,S
1101,002598.SZ,2598,山东章鼓,山东,机械基件,山东省章丘鼓风机股份有限公司,"Shandong Zhangqiu Blower Co.,Ltd",sdzg,主板,SZSE,CNY,L,20110707,,N
1102,002599.SZ,2599,盛通股份,北京,广告包装,北京盛通印刷股份有限公司,"Beijing Shengtong Printing Co.,Ltd",stgf,主板,SZSE,CNY,L,20110715,,N
1103,002600.SZ,2600,领益智造,广东,元器件,广东领益智造股份有限公司,Lingyi Itech (Guangdong) Company,lyzz,主板,SZSE,CNY,L,20110715,,S
1104,002601.SZ,2601,龙佰集团,河南,化工原料,龙佰集团股份有限公司,"Lb Group Co., Ltd.",lbjt,主板,SZSE,CNY,L,20110715,,S
1105,002602.SZ,2602,世纪华通,浙江,互联网,浙江世纪华通集团股份有限公司,"Zhejiang Century Huatong Group Co.,Ltd",sjht,主板,SZSE,CNY,L,20110728,,S
1106,002603.SZ,2603,以岭药业,河北,中成药,石家庄以岭药业股份有限公司,"Shijiazhuang Yiling Pharmaceutical Co., Ltd",ylyy,主板,SZSE,CNY,L,20110728,,S
1107,002605.SZ,2605,姚记科技,上海,互联网,上海姚记科技股份有限公司,"Shanghai Yaoji Technology Co.,Ltd.",yjkj,主板,SZSE,CNY,L,20110805,,S
1108,002606.SZ,2606,大连电瓷,辽宁,电气设备,大连电瓷集团股份有限公司,"Dalian Insulator Group Co.,Ltd",dldc,主板,SZSE,CNY,L,20110805,,N
1109,002607.SZ,2607,中公教育,安徽,文教休闲,中公教育科技股份有限公司,"Offcn Education Technology Co., Ltd.",zgjy,主板,SZSE,CNY,L,20110810,,S
1110,002608.SZ,2608,江苏国信,江苏,火力发电,江苏国信股份有限公司,"Jiangsu Guoxin Corp., Ltd.",jsgx,主板,SZSE,CNY,L,20110810,,S
1111,002609.SZ,2609,捷顺科技,深圳,软件服务,深圳市捷顺科技实业股份有限公司,"Shenzhen Jieshun Science and Technology Industry Co.,Ltd.",jskj,主板,SZSE,CNY,L,20110815,,S
1112,002610.SZ,2610,爱康科技,江苏,电气设备,江苏爱康科技股份有限公司,"Jiangsu Akcome Science & Technology Co.,Ltd.",akkj,主板,SZSE,CNY,L,20110815,,S
1113,002611.SZ,2611,东方精工,广东,轻工机械,广东东方精工科技股份有限公司,"Guangdong Dongfang Precision Science & Technology Co.,Ltd",dfjg,主板,SZSE,CNY,L,20110830,,S
1114,002612.SZ,2612,朗姿股份,北京,服饰,朗姿股份有限公司,"Lancy Co., Ltd",lzgf,主板,SZSE,CNY,L,20110830,,S
1115,002613.SZ,2613,北玻股份,河南,专用机械,洛阳北方玻璃技术股份有限公司,"Luoyang Northglass Technology Co.,Ltd",bbgf,主板,SZSE,CNY,L,20110830,,N
1116,002614.SZ,2614,奥佳华,福建,家用电器,奥佳华智能健康科技集团股份有限公司,"Xiamen Comfort Science&Technology Group Co., Ltd.",ajh,主板,SZSE,CNY,L,20110909,,S
1117,002615.SZ,2615,哈尔斯,浙江,家居用品,浙江哈尔斯真空器皿股份有限公司,"Zhejiang Haers Vacuum Containers Co.,Ltd.",hes,主板,SZSE,CNY,L,20110909,,N
1118,002616.SZ,2616,长青集团,广东,环境保护,广东长青(集团)股份有限公司,Guangdong Chant Group Inc.,cqjt,主板,SZSE,CNY,L,20110920,,N
1119,002617.SZ,2617,露笑科技,浙江,电气设备,露笑科技股份有限公司,"Roshow Technology Co., Ltd",lxkj,主板,SZSE,CNY,L,20110920,,S
1120,002620.SZ,2620,瑞和股份,深圳,装修装饰,深圳瑞和建筑装饰股份有限公司,"Shenzhen Ruihe Construction Decoration Co., Ltd",rhgf,主板,SZSE,CNY,L,20110929,,N
1121,002621.SZ,2621,美吉姆,辽宁,文教休闲,大连美吉姆教育科技股份有限公司,"Dalian My Gym Education Technology Co.,Ltd.",mjm,主板,SZSE,CNY,L,20110929,,N
1122,002622.SZ,2622,皓宸医疗,吉林,电气设备,皓宸医疗科技股份有限公司,"Whole Shine Medical Technology Co.,Ltd.",hcyl,主板,SZSE,CNY,L,20111018,,N
1123,002623.SZ,2623,亚玛顿,江苏,玻璃,常州亚玛顿股份有限公司,"Changzhou Almaden Co., Ltd.",ymd,主板,SZSE,CNY,L,20111013,,S
1124,002624.SZ,2624,完美世界,浙江,影视音像,完美世界股份有限公司,"Perfect World Co., Ltd.",wmsj,主板,SZSE,CNY,L,20111028,,S
1125,002625.SZ,2625,光启技术,深圳,航空,光启技术股份有限公司,"Kuang-Chi Technologies Co., Ltd.",gqjs,主板,SZSE,CNY,L,20111103,,S
1126,002626.SZ,2626,金达威,福建,医疗保健,厦门金达威集团股份有限公司,Xiamen Kingdomway Group Company,jdw,主板,SZSE,CNY,L,20111028,,S
1127,002627.SZ,2627,三峡旅游,湖北,公共交通,湖北三峡旅游集团股份有限公司,"Hubei Three Gorges Tourism Group Co., Ltd.",sxly,主板,SZSE,CNY,L,20111103,,N
1128,002628.SZ,2628,成都路桥,四川,建筑工程,成都市路桥工程股份有限公司,Chengdu Road & Bridge Engineering Co.Ltd,cdlq,主板,SZSE,CNY,L,20111103,,N
1129,002629.SZ,2629,仁智股份,浙江,石油开采,浙江仁智股份有限公司,"Zhejiang Renzhi Co.,Ltd",rzgf,主板,SZSE,CNY,L,20111103,,N
1130,002630.SZ,2630,华西能源,四川,专用机械,华西能源工业股份有限公司,"China Western Power Industrial Co., Ltd.",hxny,主板,SZSE,CNY,L,20111111,,N
1131,002631.SZ,2631,德尔未来,江苏,家居用品,德尔未来科技控股集团股份有限公司,"Der Future Science and Technology Holding Group Co., Ltd.",dewl,主板,SZSE,CNY,L,20111111,,N
1132,002632.SZ,2632,道明光学,浙江,塑料,道明光学股份有限公司,"Daoming Optics&Chemical Co.,Ltd",dmgx,主板,SZSE,CNY,L,20111122,,N
1133,002633.SZ,2633,申科股份,浙江,机械基件,申科滑动轴承股份有限公司,Shenke Slide Bearing Corporation,skgf,主板,SZSE,CNY,L,20111122,,N
1134,002634.SZ,2634,棒杰股份,浙江,服饰,浙江棒杰控股集团股份有限公司,"Zhejiang Bangjie Holding Group Co.,Ltd",bjgf,主板,SZSE,CNY,L,20111205,,N
1135,002635.SZ,2635,安洁科技,江苏,元器件,苏州安洁科技股份有限公司,"Suzhou Anjie Technology Co., Ltd.",ajkj,主板,SZSE,CNY,L,20111125,,S
1136,002636.SZ,2636,金安国纪,上海,元器件,金安国纪集团股份有限公司,Goldenmax International Group Ltd.,jagj,主板,SZSE,CNY,L,20111125,,S
1137,002637.SZ,2637,赞宇科技,浙江,日用化工,赞宇科技集团股份有限公司,"Zanyu Technology Group Co., Ltd.",zykj,主板,SZSE,CNY,L,20111125,,S
1138,002638.SZ,2638,勤上股份,广东,文教休闲,东莞勤上光电股份有限公司,"Dongguan Kingsun Optoelectronic Co.,Ltd.",qsgf,主板,SZSE,CNY,L,20111125,,N
1139,002639.SZ,2639,雪人股份,福建,专用机械,福建雪人股份有限公司,"Fujian Snowman Co.,Ltd.",xrgf,主板,SZSE,CNY,L,20111205,,S
1140,002640.SZ,2640,跨境通,山西,互联网,跨境通宝电子商务股份有限公司,"Global Top E-Commerce Co.,Ltd",kjt,主板,SZSE,CNY,L,20111208,,S
1141,002641.SZ,2641,公元股份,浙江,塑料,公元股份有限公司,"Era Co.,Ltd.",gygf,主板,SZSE,CNY,L,20111208,,S
1142,002642.SZ,2642,荣联科技,北京,软件服务,荣联科技集团股份有限公司,Ronglian Group Ltd.,rlkj,主板,SZSE,CNY,L,20111220,,N
1143,002643.SZ,2643,万润股份,山东,化工原料,中节能万润股份有限公司,"Valiant Co.,Ltd",wrgf,主板,SZSE,CNY,L,20111220,,S
1144,002644.SZ,2644,佛慈制药,甘肃,中成药,兰州佛慈制药股份有限公司,"Lanzhou Foci Pharmaceutical Co.,Ltd.",fczy,主板,SZSE,CNY,L,20111222,,S
1145,002645.SZ,2645,华宏科技,江苏,专用机械,江苏华宏科技股份有限公司,"Jiangsu Huahong Technology Co., Ltd.",hhkj,主板,SZSE,CNY,L,20111220,,S
1146,002646.SZ,2646,天佑德酒,青海,白酒,青海互助天佑德青稞酒股份有限公司,"Qinghai Huzhu TianYouDe Highland Barley Spirit Co., Ltd.",tydj,主板,SZSE,CNY,L,20111222,,S
1147,002647.SZ,2647,仁东控股,广东,多元金融,仁东控股股份有限公司,"Rendong Holdings Co., Ltd.",rdkg,主板,SZSE,CNY,L,20111228,,N
1148,002648.SZ,2648,卫星化学,浙江,化工原料,卫星化学股份有限公司,"Satellite Chemical Co., Ltd.",wxhx,主板,SZSE,CNY,L,20111228,,S
1149,002649.SZ,2649,博彦科技,北京,软件服务,博彦科技股份有限公司,Beyondsoft Corporation,bykj,主板,SZSE,CNY,L,20120106,,S
1150,002650.SZ,2650,加加食品,湖南,食品,加加食品集团股份有限公司,"Jiajia Food Group Co.,Ltd",jjsp,主板,SZSE,CNY,L,20120106,,N
1151,002651.SZ,2651,利君股份,四川,专用机械,成都利君实业股份有限公司,"Chengdu Leejun Industrial Co., Ltd.",ljgf,主板,SZSE,CNY,L,20120106,,S
1152,002652.SZ,2652,扬子新材,江苏,其他建材,苏州扬子江新型材料股份有限公司,"Suzhou Yangtze New Materials Co.,Ltd.",yzxc,主板,SZSE,CNY,L,20120119,,N
1153,002653.SZ,2653,海思科,西藏,化学制药,海思科医药集团股份有限公司,"Haisco Pharmaceutical Group Co., Ltd.",hsk,主板,SZSE,CNY,L,20120117,,S
1154,002654.SZ,2654,万润科技,深圳,互联网,深圳万润科技股份有限公司,"Shenzhen Mason Technologies Co., Ltd.",wrkj,主板,SZSE,CNY,L,20120217,,N
1155,002655.SZ,2655,共达电声,山东,元器件,共达电声股份有限公司,"Gettop Acoustic Co., Ltd.",gdds,主板,SZSE,CNY,L,20120217,,N
1156,002656.SZ,2656,ST摩登,广东,服饰,摩登大道时尚集团股份有限公司,"Modern Avenue Group Co., Ltd.",stmd,主板,SZSE,CNY,L,20120228,,N
1157,002657.SZ,2657,中科金财,北京,软件服务,北京中科金财科技股份有限公司,"Sinodata Co., Ltd.",zkjc,主板,SZSE,CNY,L,20120228,,S
1158,002658.SZ,2658,雪迪龙,北京,环境保护,北京雪迪龙科技股份有限公司,"Beijing Sdl Technology Co.,Ltd.",xdl,主板,SZSE,CNY,L,20120309,,S
1159,002659.SZ,2659,凯文教育,北京,文教休闲,北京凯文德信教育科技股份有限公司,"Beijing Kaiwen Education Technology Co., Ltd",kwjy,主板,SZSE,CNY,L,20120309,,N
1160,002660.SZ,2660,茂硕电源,深圳,电气设备,茂硕电源科技股份有限公司,"Moso Power Supply Technology Co.,Ltd",msdy,主板,SZSE,CNY,L,20120316,,N
1161,002661.SZ,2661,克明食品,湖南,食品,陈克明食品股份有限公司,"Chen Ke Ming Food Manufacturing Co.,Ltd",kmsp,主板,SZSE,CNY,L,20120316,,N
1162,002662.SZ,2662,京威股份,北京,汽车配件,北京威卡威汽车零部件股份有限公司,"Beijing Wkw Automotive Parts Co., Ltd.",jwgf,主板,SZSE,CNY,L,20120309,,S
1163,002663.SZ,2663,普邦股份,广东,建筑工程,广州普邦园林股份有限公司,"Pubang Landscape Architecture Co., Ltd",pbgf,主板,SZSE,CNY,L,20120316,,N
1164,002664.SZ,2664,信质集团,浙江,汽车配件,信质集团股份有限公司,"Xinzhi Group Co.,Ltd",xzjt,主板,SZSE,CNY,L,20120316,,S
1165,002665.SZ,2665,首航高科,甘肃,电气设备,首航高科能源技术股份有限公司,"Shouhang High-Tech Energy Co., Ltd",shgk,主板,SZSE,CNY,L,20120327,,S
1166,002666.SZ,2666,德联集团,广东,化工原料,广东德联集团股份有限公司,"Guangdong Delian Group Co., Ltd",dljt,主板,SZSE,CNY,L,20120327,,N
1167,002667.SZ,2667,鞍重股份,辽宁,工程机械,鞍山重型矿山机器股份有限公司,"Anshan Heavy Duty Mining Machinery Co., Ltd.",azgf,主板,SZSE,CNY,L,20120329,,S
1168,002668.SZ,2668,奥马电器,广东,家用电器,广东奥马电器股份有限公司,"Guangdong Homa Group Co., Ltd.",amdq,主板,SZSE,CNY,L,20120416,,S
1169,002669.SZ,2669,康达新材,上海,化工原料,康达新材料(集团)股份有限公司,"Kangda New Materials(Group) Co., Ltd",kdxc,主板,SZSE,CNY,L,20120416,,N
1170,002670.SZ,2670,国盛金控,广东,证券,国盛金融控股集团股份有限公司,Guosheng Financial Holding Inc.,gsjk,主板,SZSE,CNY,L,20120416,,S
1171,002671.SZ,2671,龙泉股份,山东,其他建材,山东龙泉管道工程股份有限公司,"Shandong Longquan Pipeline Engineering Co.,Ltd",lqgf,主板,SZSE,CNY,L,20120426,,N
1172,002672.SZ,2672,东江环保,深圳,环境保护,东江环保股份有限公司,Dongjiang Environmental Company Limited,djhb,主板,SZSE,CNY,L,20120426,,S
1173,002673.SZ,2673,西部证券,陕西,证券,西部证券股份有限公司,"Western Securities Co., Ltd.",xbzq,主板,SZSE,CNY,L,20120503,,S
1174,002674.SZ,2674,兴业科技,福建,纺织,兴业皮革科技股份有限公司,"Xingye Leather Technology Co.,Ltd.",xykj,主板,SZSE,CNY,L,20120507,,N
1175,002675.SZ,2675,东诚药业,山东,化学制药,烟台东诚药业集团股份有限公司,"Yantai Dongcheng Biochemicals Co.,Ltd",dcyy,主板,SZSE,CNY,L,20120525,,S
1176,002676.SZ,2676,顺威股份,广东,家用电器,广东顺威精密塑料股份有限公司,"Guangdong Sunwill Precising Plastic Co.,Ltd.",swgf,主板,SZSE,CNY,L,20120525,,N
1177,002677.SZ,2677,浙江美大,浙江,家用电器,浙江美大实业股份有限公司,"Zhejiang Meida Industrial Co.,Ltd.",zjmd,主板,SZSE,CNY,L,20120525,,S
1178,002678.SZ,2678,珠江钢琴,广东,文教休闲,广州珠江钢琴集团股份有限公司,"Guangzhou Pearl River Piano Group Co.,Ltd",zjgq,主板,SZSE,CNY,L,20120530,,S
1179,002679.SZ,2679,福建金森,福建,林业,福建金森林业股份有限公司,"Fujian Jinsen Forestry Co., Ltd.",fjjs,主板,SZSE,CNY,L,20120605,,N
1180,002681.SZ,2681,奋达科技,深圳,元器件,深圳市奋达科技股份有限公司,"Shenzhen Fenda Technology Co.,Ltd",fdkj,主板,SZSE,CNY,L,20120605,,S
1181,002682.SZ,2682,龙洲股份,福建,仓储物流,龙洲集团股份有限公司,"Longzhou Group Co.,Ltd.",lzgf,主板,SZSE,CNY,L,20120612,,N
1182,002683.SZ,2683,广东宏大,广东,化工原料,广东宏大控股集团股份有限公司,"Guangdong Hongda Holdings Group Co.,Ltd.",gdhd,主板,SZSE,CNY,L,20120612,,S
1183,002685.SZ,2685,华东重机,江苏,机床制造,无锡华东重型机械股份有限公司,"Wuxi Huadong Heavy Machinery Co., Ltd.",hdzj,主板,SZSE,CNY,L,20120612,,N
1184,002686.SZ,2686,亿利达,浙江,专用机械,浙江亿利达风机股份有限公司,"Zhejiang Yilida Ventilator Co.,Ltd.",yld,主板,SZSE,CNY,L,20120703,,N
1185,002687.SZ,2687,乔治白,浙江,服饰,浙江乔治白服饰股份有限公司,"Zhejiang Giuseppe Garment Co., Ltd",qzb,主板,SZSE,CNY,L,20120713,,N
1186,002688.SZ,2688,金河生物,内蒙,农业综合,金河生物科技股份有限公司,"Jinhe Biotechnology Co.,Ltd.",jhsw,主板,SZSE,CNY,L,20120713,,N
1187,002689.SZ,2689,远大智能,辽宁,运输设备,沈阳远大智能工业集团股份有限公司,"Shenyang Yuanda Intellectual Industry Group Co.,Ltd",ydzn,主板,SZSE,CNY,L,20120717,,N
1188,002690.SZ,2690,美亚光电,安徽,专用机械,合肥美亚光电技术股份有限公司,Hefei Meyer Optoelectronic Technology Inc.,mygd,主板,SZSE,CNY,L,20120731,,S
1189,002691.SZ,2691,冀凯股份,河北,专用机械,冀凯装备制造股份有限公司,"Jikai Equipment Manufacturing Co., Ltd.",jkgf,主板,SZSE,CNY,L,20120731,,N
1190,002692.SZ,2692,ST远程,江苏,电气设备,远程电缆股份有限公司,"Yuan Cheng Cable Co.,Ltd.",styc,主板,SZSE,CNY,L,20120808,,N
1191,002693.SZ,2693,双成药业,海南,生物制药,海南双成药业股份有限公司,"Hainan Shuangcheng Pharmaceuticals Co., Ltd.",scyy,主板,SZSE,CNY,L,20120808,,N
1192,002694.SZ,2694,顾地科技,湖北,塑料,顾地科技股份有限公司,"Goody Science & Technology Co.,Ltd.",gdkj,主板,SZSE,CNY,L,20120816,,N
1193,002695.SZ,2695,煌上煌,江西,食品,江西煌上煌集团食品股份有限公司,"Jiangxi Huangshanghuang Group Food Co., Ltd.",hsh,主板,SZSE,CNY,L,20120905,,S
1194,002696.SZ,2696,百洋股份,广西,饲料,百洋产业投资集团股份有限公司,"Baiyang Investment Group, Inc.",bygf,主板,SZSE,CNY,L,20120905,,N
1195,002697.SZ,2697,红旗连锁,四川,超市连锁,成都红旗连锁股份有限公司,"Chengdu Hongqi Chain Co., Ltd.",hqls,主板,SZSE,CNY,L,20120905,,S
1196,002698.SZ,2698,博实股份,黑龙江,化工机械,哈尔滨博实自动化股份有限公司,"Harbin Boshi Automation Co., Ltd.",bsgf,主板,SZSE,CNY,L,20120911,,S
1197,002699.SZ,2699,*ST美盛,浙江,影视音像,美盛文化创意股份有限公司,"Meisheng Cultural & Creative Corp, Ltd.",stms,主板,SZSE,CNY,L,20120911,,N
1198,002700.SZ,2700,ST浩源,新疆,供气供热,新疆浩源天然气股份有限公司,"Xinjiang Haoyuan Natural Gas Co.,Ltd.",sthy,主板,SZSE,CNY,L,20120921,,N
1199,002701.SZ,2701,奥瑞金,北京,广告包装,奥瑞金科技股份有限公司,"ORG Technology Co.,Ltd.",arj,主板,SZSE,CNY,L,20121011,,S
1200,002702.SZ,2702,海欣食品,福建,食品,海欣食品股份有限公司,"Haixin Foods Co.,Ltd",hxsp,主板,SZSE,CNY,L,20121011,,N
1201,002703.SZ,2703,浙江世宝,浙江,汽车配件,浙江世宝股份有限公司,Zhejiang Shibao Company Limited,zjsb,主板,SZSE,CNY,L,20121102,,S
1202,002705.SZ,2705,新宝股份,广东,家用电器,广东新宝电器股份有限公司,"Guangdong Xinbao Electrical Appliances Holdings Co.,Ltd",xbgf,主板,SZSE,CNY,L,20140121,,S
1203,002706.SZ,2706,良信股份,上海,电气设备,上海良信电器股份有限公司,"Shanghai Liangxin Electrical Co.,LTD.",lxgf,主板,SZSE,CNY,L,20140121,,S
1204,002707.SZ,2707,众信旅游,北京,旅游服务,众信旅游集团股份有限公司,"Utour Group Co., Ltd.",zxly,主板,SZSE,CNY,L,20140123,,S
1205,002708.SZ,2708,光洋股份,江苏,汽车配件,常州光洋轴承股份有限公司,Changzhou Nrb Corporation,gygf,主板,SZSE,CNY,L,20140121,,N
1206,002709.SZ,2709,天赐材料,广东,化工原料,广州天赐高新材料股份有限公司,"Guangzhou Tinci Materials Technology Co., Ltd.",tccl,主板,SZSE,CNY,L,20140123,,S
1207,002712.SZ,2712,思美传媒,浙江,广告包装,思美传媒股份有限公司,"Simei Media Co.,Ltd.",smcm,主板,SZSE,CNY,L,20140123,,N
1208,002713.SZ,2713,东易日盛,北京,装修装饰,东易日盛家居装饰集团股份有限公司,"Dong Yi Ri Sheng Home Decoration Group Co.,Ltd.",dyrs,主板,SZSE,CNY,L,20140219,,N
1209,002714.SZ,2714,牧原股份,河南,农业综合,牧原食品股份有限公司,"Muyuan Foods Co.,Ltd.",mygf,主板,SZSE,CNY,L,20140128,,S
1210,002715.SZ,2715,登云股份,广东,汽车配件,怀集登云汽配股份有限公司,"Huaiji Dengyun Auto-Parts (Holding) Co.,Ltd.",dygf,主板,SZSE,CNY,L,20140219,,N
1211,002716.SZ,2716,金贵银业,湖南,小金属,郴州市金贵银业股份有限公司,"Chenzhou City Jingui Silver Industry Co., Ltd.",jgyy,主板,SZSE,CNY,L,20140128,,S
